BVE2000000
#ACCELERATION
0.85,0.85,20.7,20.7,3.5
1.82,2.35,45,45,3.75
3.65,2.95,62,62,4
#PERFORMANCE
5.8            
0.7            
0            
0.0025         
1.2           
#DELAY
0.6           
0.2           
0.3            
0.2            
#MOVE
500            
500           
2500          
2500           
500            
500         
#BRAKE
1
2
3
#PRESSURE
250
270
590
650
#HANDLE
1
3
5
0
#COCKPIT
-730
1780
-5100
#CAR
28.5
4
21.5
2
16.8
1
2.62
2.87
1.5
#DEVICE
1
0
0
0
0
2
0
0
2
2
#MOTOR_P1
1,100,1
1,100,2
1,100,3
1,100,4
1,100,5
1,100,6
1,100,7
1,100,8
1,100,9
1,100,10
1,100,11
1,100,12
1,100,13
1,100,14
1,100,15
1,100,16
1,100,17
1,100,18
1,100,19
1,100,20
1,100,21
1,100,22
1,100,23
1,100,24
1,100,25
1,100,26
1,100,27
1,100,28
1,100,29
1,100,30
1,100,31
1,100,32
1,100,33
1,100,34
1,100,35
1,100,36
1,100,37
1,100,38
1,100,39
1,100,40
1,100,41
1,100,42
1,100,43
1,100,44
1,100,45
1,100,46
1,100,47
1,100,48
1,100,49
1,100,50
1,100,51
1,100,52
1,100,53
1,100,54
1,100,55
1,100,56
1,100,57
1,100,58
1,100,59
1,100,60
1,100,59
1,100,58
1,100,57
1,100,56
1,100,55
1,100,54
1,100,53
1,100,52
1,100,51
1,100,50
1,100,49
1,100,48
1,100,47
1,100,46
1,100,45
1,100,44
1,100,43
1,100,42
1,100,41
1,100,40
1,100,39
1,100,38
1,100,37
1,100,36
1,100,35
1,100,34
1,100,33
1,100,32
1,100,31
1,100,30
1,100,29
1,100,28
1,100,27
1,100,26
1,100,25
1,100,24
1,100,23
1,100,22
1,100,21
1,100,20
1,100,19
1,100,18
1,100,17
1,100,16
1,100,15
1,100,14
1,100,13
1,100,12
1,100,11
1,100,10
1,100,9
1,100,8
1,100,7
1,100,6
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
1,100,5
2,64,0
2,64,0
2,65,0
2,65,0
2,66,0
2,66,0
2,67,0
2,67,0
2,68,0
2,68,0
2,69,0
2,69,0
2,70,0
2,70,0
2,71,0
2,71,0
2,72,0
2,72,0
2,73,0
2,73,0
2,74,0
2,74,0
2,75,0
2,75,0
2,76,0
2,76,0
2,77,0
2,77,0
2,78,0
2,78,0
2,79,0
2,79,0
2,80,0
2,80,0
2,81,30
2,81,30
2,82,30
2,82,30
2,83,30
2,83,30
2,84,30
2,84,30
2,85,30
2,85,30
2,86,30
2,86,30
2,87,30
2,87,30
2,88,30
2,88,30
2,89,30
2,89,30
2,90,30
2,90,30
2,91,30
2,91,30
2,92,30
2,92,30
2,93,30
2,93,30
2,93,30
2,94,30
2,94,30
2,95,30
2,95,30
2,96,30
2,96,30
2,97,30
2,97,30
2,98,30
2,98,30
2,99,30
2,99,30
2,100,30
2,100,30
2,101,30
2,101,30
2,102,30
2,102,30
2,103,30
2,103,30
2,104,30
2,104,30
2,105,30
2,105,30
2,106,30
2,106,30
2,107,30
2,107,30
2,108,30
2,108,30
2,109,30
2,109,30
2,110,30
2,110,30
2,111,30
2,111,30
2,112,30
2,112,30
2,113,30
2,113,30
2,114,30
2,114,30
2,115,30
2,115,30
2,116,30
2,116,30
2,117,30
2,117,30
2,118,30
2,118,30
2,119,30
2,119,30
2,120,30
2,120,30
2,121,30
2,121,30
2,122,30
2,122,30
2,123,30
2,123,30
2,124,30
2,124,30
2,125,30
2,125,30
2,126,30
2,126,30
2,127,30
2,127,30
2,128,30
2,128,30
2,129,30
2,129,30
2,130,30
2,130,30
2,131,30
2,131,30
2,132,30
2,132,30
2,133,30
2,133,30
2,134,30
2,134,30
2,135,30
2,135,30
2,136,10
2,136,10
2,137,10
2,137,10
2,138,10
2,138,10
2,139,10
2,139,10
2,140,10
2,140,10
2,141,10
2,141,10
2,142,10
2,142,10
2,143,10
2,143,10
2,144,10
2,144,10
2,145,10
2,145,10
2,146,10
2,146,10
2,147,10
2,147,10
2,148,10
2,148,10
2,149,10
2,149,10
2,150,10
2,150,10
2,151,10
2,151,10
2,152,10
2,152,10
2,153,10
2,153,10
2,154,10
2,154,10
2,155,10
2,155,10
2,156,10
2,156,10
2,157,10
2,157,10
2,158,10
2,158,10
2,159,10
2,159,10
2,160,10
2,160,10
2,161,10
2,161,10
2,162,10
2,162,10
2,163,10
2,163,10
2,164,10
2,164,10
2,165,10
2,165,10
2,166,10
2,166,10
2,167,10
2,167,10
2,168,10
2,168,10
2,169,10
2,169,10
2,170,10
2,170,10
2,171,10
2,171,10
2,172,0
2,172,0
#MOTOR_P2
2,30,0
2,31,0
2,32,0
0,6,80
0,7,80
0,8,80
0,9,80
0,10,80
0,11,80
0,12,80
0,13,80
0,14,80
0,15,80
0,16,80
0,17,80
0,18,80
0,19,80
0,20,80
0,21,80
0,22,80
0,23,80
0,24,80
0,25,80
0,26,80
0,27,80
0,28,80
0,29,80
0,30,80
0,31,20
0,32,20
0,33,20
0,33,20
0,34,20
0,34,20
0,35,20
0,35,20
0,36,20
0,36,20
0,37,20
0,37,20
0,38,20
0,38,20
0,39,20
0,39,20
0,40,20
0,40,20
0,41,20
0,41,20
0,42,20
0,42,20
0,43,20
0,43,20
0,44,20
0,44,20
0,45,20
0,45,50
0,46,50
0,46,50
0,47,50
0,47,50
0,48,50
0,48,60
0,49,60
0,49,60
0,50,60
0,50,60
0,51,60
0,51,60
0,52,60
0,52,60
0,53,60
0,53,60
0,54,60
0,54,60
0,55,60
0,55,70
0,56,70
0,56,70
0,57,70
0,57,70
0,58,70
0,58,70
0,59,70
0,59,70
0,60,70
0,60,70
0,60,70
0,61,70
0,61,70
0,62,70
0,62,70
0,63,70
0,63,70
0,64,70
0,64,70
0,65,70
0,65,70
0,66,70
0,66,70
0,67,70
0,67,70
0,68,70
0,68,70
0,69,70
0,69,70
0,70,70
0,70,70
0,71,70
0,71,70
0,72,70
0,72,70
0,73,70
0,73,70
0,74,70
0,74,70
0,75,70
0,75,70
0,76,70
0,76,70
0,76,70
0,77,70
0,77,70
0,78,70
0,78,70
0,79,70
0,79,70
0,80,70
0,80,70
0,81,70
0,81,70
0,82,70
0,82,70
0,83,70
0,83,70
0,84,70
0,84,70
0,85,70
0,85,70
0,86,70
0,86,70
0,87,70
0,87,70
0,88,70
0,88,70
0,89,70
0,89,70
0,90,70
0,90,70
0,91,70
0,91,70
0,92,70
0,92,70
0,93,70
0,93,70
0,94,70
0,94,70
0,95,70
0,95,70
0,96,70
0,96,70
0,97,70
0,97,70
0,98,70
0,98,70
0,99,70
0,99,70
0,100,60
0,100,60
0,101,60
0,101,60
0,102,60
0,102,60
0,103,60
0,103,60
0,104,60
0,104,60
0,105,60
0,105,60
0,106,60
0,106,60
0,107,60
0,107,60
0,108,60
0,108,60
0,109,60
0,109,60
0,110,60
0,110,30
0,111,30
0,111,30
0,112,30
0,112,30
0,113,30
0,113,30
0,114,30
0,114,30
0,115,30
0,115,30
0,116,30
0,116,30
0,117,30
0,117,30
0,118,30
0,118,30
0,119,30
0,119,30
0,120,30
0,120,30
0,121,30
0,121,30
0,122,30
0,122,30
0,123,30
0,123,30
0,124,30
0,124,30
0,125,30
0,125,30
0,126,30
0,126,30
0,127,30
0,127,30
0,128,30
0,128,30
0,129,30
0,129,30
0,130,10
0,130,10
0,131,10
0,131,10
0,132,10
0,132,10
0,133,10
0,133,10
0,134,10
0,134,10
0,135,10
0,135,10
0,136,10
0,136,10
0,137,10
0,137,10
0,138,10
0,138,10
0,139,10
0,139,10
0,140,6
0,140,6
0,141,6
0,141,6
0,142,6
0,142,6
0,143,6
0,143,6
0,144,6
0,144,6
0,145,6
0,145,6
0,146,6
0,146,6
0,147,6
0,147,6
0,148,6
0,148,6
0,149,6
0,149,6
0,150,2
0,150,2
0,151,2
0,151,2
0,152,2
0,152,2
0,153,2
0,153,2
0,154,2
0,154,2
0,155,2
0,155,2
0,156,2
0,156,2
0,157,2
0,157,2
0,158,2
0,158,2
0,159,2
0,159,2
0,160,2
0,160,2
0,161,2
0,161,2
0,162,2
0,162,2
0,163,2
0,163,2
0,164,2
0,164,2
0,165,2
0,165,2
0,166,2
0,166,2
0,167,2
0,167,2
0,168,2
0,168,2
0,169,2
0,169,2
0,170,2
0,170,2
0,171,2
0,171,2
0,172,2
0,172,2
0,173,2
0,173,2
0,174,2
0,174,2
0,175,2
0,175,2
0,176,2
0,176,2
0,177,2
0,177,2
0,178,2
0,178,2
0,179,2
0,179,2
0,180,2
0,180,2
0,181,2
0,181,2
0,182,2
0,182,2
0,183,2
0,183,2
0,184,2
0,184,2
0,185,2
0,185,2
0,186,2
0,186,2
0,187,2
0,187,2
0,188,2
0,188,2
0,189,2
0,189,2
0,190,2
0,190,2
0,191,2
0,191,2
0,192,2
0,192,2
0,193,2
0,193,2
0,194,2
0,194,2
0,195,2
0,195,2
0,196,2
0,196,2
0,197,2
0,197,2
0,198,2
0,198,2
0,199,2
0,199,2
0,200,2
0,200,2
0,201,2
0,201,2
0,202,2
0,202,2
0,203,2
0,203,2
0,204,2
0,204,2
0,205,2
0,205,2
0,206,2
0,206,2
0,207,2
0,207,2
0,208,2
0,208,2
0,209,2
0,209,2
0,210,1
0,210,1
0,211,1
0,211,1
0,212,1
0,212,1
0,213,1
0,213,1
0,214,1
0,214,1
0,215,1
0,215,1
0,216,1
0,216,1
0,217,1
0,217,1
0,218,1
0,218,1
0,219,1
0,219,1
0,220,1
0,220,1
0,221,1
0,221,1
0,222,1
0,222,1
0,223,1
0,223,1
0,224,1
0,224,1
0,225,1
0,225,1
0,226,1
0,226,1
0,227,1
0,227,1
0,228,1
0,228,1
0,229,1
0,229,1
0,230,1
0,230,1
0,231,1
0,231,1
0,232,1
0,232,1
0,233,1
0,233,1
0,234,1
0,234,1
0,235,1
0,235,0
#MOTOR_B1
-1,100,1
-1,100,2
-1,100,3
-1,100,4
-1,100,5
-1,100,6
-1,100,7
-1,100,8
-1,100,9
-1,100,10
-1,100,11
-1,100,12
-1,100,13
-1,100,14
-1,100,15
-1,100,16
-1,100,17
-1,100,18
-1,100,19
-1,100,20
-1,100,20
-1,100,20
-1,100,30
-1,100,30
-1,100,30
-1,100,40
-1,100,40
-1,100,40
-1,100,40
-1,100,40
-1,100,40
-1,100,60
-1,100,60
-1,100,60
1,100,5
1,100,10
1,100,15
1,100,20
